customer_tweet_id,customer_text,brand_tweet_id,brand_reply
2618135.0,"Thank you Kathleen of @115821 for entertaining my long chat and for giving me free 1 day shipping! Unlike the first CSR I chatted with, whose name I can neither pronounce nor remember, you were very accommodating and helpful. Thank you ❤️ @117634 @AmazonHelp",2618134,"@240710 Glad to hear that you've received enough support from our team. However, I'll ensure to forward your feedback internally to the concerned team so that it is not repeated in the future. ^NK"
1472730.0,"@AmazonHelp I've tried signing out &amp; back in, no difference, the item is not added to my wishlist,  it asks for sign in again, when im already logged in",1472731,"@461837 When you sign in, are you selecting the ""keep me signed in"" check box? ^ZW"
374528.0,@AmazonHelp no :-( got delayed and now the estimate is anytime until wednesday sadly,374527,@204805 I can understand why you'd be upset! Who's the carrier for your order listed here: https://t.co/Y5jpI9gRhE ^HC
725944.0,@AmazonHelp 11th Oct 7.49 am.,725946,"@293898 Looks like the deal might've expired, Paras. ^HD"
1020272.0,@AmazonHelp Ah ok. So I have a $10 USD credit and a $15 CDN credit?,1020271,@361427 Sorry about that! Amazon.ca can be reached with this link: https://t.co/Q7Ftz6nj80 ^EP
2284201.0,"@AmazonHelp amazon, I am really disappointed in your delivery service. Item has not come wrapped in a box and my partner now knows her Christmas present! #ruined",2284199,"@663793 I understand, Marc. If available for the item, you can mark ""Ship in Amazon box"" on the checkout page if you don't want to reveal the contents: https://t.co/U3gACW5hia. ^SD"
1205415.0,"@AmazonHelp please help, customer service will not link my accounts and I can prove I own my accounts, this is extremely frustrating",1205414,"@403120 Oh no, Akinola! Please check out our Twitch help page here: https://t.co/KHcaJ2u7xw. Please keep us updated on the outcome. ^NS"
27871.0,@122002 @120474 Tried again and it stated he had exceeded his limit. Not having to stand at the Ally. #notimpressed,27872,@121890 Hi Claire. Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL
2890449.0,@AmazonHelp Nah.  I'm trying to watch something.  I don't think it's my phone.  I'll try my wife's S8 later.  I have the US factory unlocked version S8+,2890451,@130147 The link provided will be give you the opportunity to reach out to us and we can run through troubleshooting steps together. ^JO
1241101.0,Out of four @115821 orders scheduled for delivery today I received 1. Two entire orders still haven't even shipped. Super disappointed,1241099,"@411114 I'm sorry for the disappointing experience, Russell. Have you gotten any e-mails about the orders which haven't shipped? ^BL"
2284014.0,@AmazonHelp I need help with my order because it keeps saying revise payment option when i have more money then needed in my account to buy what i want and i already entered the information correctly and it says that the order already went through,2284011,"@663742 Hi there- If the info is correct, have you tried deleting and re adding to see if this refreshes the order for you? ^NV"
1711457.0,"@AmazonHelp A package was delivered to my home but it's my neighbor's package. However, the orders page says my packages were delivered.",1711458,@518125 I'm sorry for the wait for your order. Please try these steps to locate a missing delivery: https://t.co/09zHDUYRiB ^DO
559816.0,"@115830 well wasted day delivery didn't come even though the van clearly went passed our house on the map just didn't stop ,waited till 10pm like told now lets see if comes tomorrow really don't need this crap  having to send stuff back,stay clear till February .",559814,@247927 Oh no! So sorry for the delay! We are here to help! Please reach out to us here: https://t.co/6f9T7pbTKL so we can look into this issue with you! ^AD
2492230.0,@AmazonHelp Prime-why give me a delivery date you can’t meet?2nd delivery in a row that’s not been delivered on time. Emailed 1 hour before!,2492229,"@711505 I'm so sorry to hear about the repeat issues you've had with your orders! Has the order already been shipped? If so, can you let us know who the carrier is? You can find the tracking information for your order here: https://t.co/aaDyEz1VgE ^GS"
2453243.0,"@115821 I got charged for amazon music but I didn't use it at all. I just cancelled it, can I get a refund or is it too late?",2453241,"@702845 If you didn't use Amazon Music from the time you were charged to when you canceled, you'll get a full refund, David! ^FD"
147250.0,@AmazonHelp It’s a waste of time. It’s happened before only with a clean bin or they’ve left leaving up the porch in view of anyone who works by. All you do is apologise and nothing changes.,147248,"@149453 As this has happened before we would like to personally take a closer look into this for you, please click on the following link: https://t.co/tkLCr7DNil.^SM"
2288235.0,@115850  A phone(defective) that was intended to be a diwali gift has yet not been returned nor refunded for.Thank you for ruining diwali. https://t.co/JuhZMzRhfg,2288234,"@664791 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO"
969642.0,@AmazonHelp Spoke to someone on the phone absolutely useless,969643,@230312 What were you advised when you reached out to us ? ^CR
974902.0,"@AmazonHelp @115850 @AmazonHelp 
Ironically, I have been hearing the same nonsense from 9th October!!
Do U even know the issue that U r planning to resolve? Or again it's random nonsense? 
#Nonsense #Liars",974903,@285229 Sorry about that. We've received your details and we are working on it. We will reach out to you shortly. ^GK
697873.0,@AmazonHelp Out for delivery for 2 days constantly but yet hang somewhere..most serious management problem of your own courier... strange..,697875,@208009 We understand your concern about your order. Please share your details from the link provided for us to assist you better. ^SV
763607.0,"@AmazonHelp my account info was changed without my consent and in order to contact your support I need to log in which I can't do, any help",763606,@302485 I'm sorry you're having account troubles! Please reach out to us here: https://t.co/jzvkhdlrK5 and we can help! ^TK
1034713.0,@AmazonHelp waiting for your support and re supply of product,1034714,@364769 We'll get back as soon as we can. Request you to wait till then. ^SK
373298.0,@115850 Pls see to thi matter as we have to ultimately pay cash,383312,@206815 are limited in number. I'll be sure to pass on your comments to the concerned team. [2/2] ^NS
1033211.0,@AmazonHelp I sent a message &amp; it says I'll hear back within 12hrs. I don't have time for this. I'm done with Amazon. Goodnight.,1033212,@364448 Please keep us posted Carol. We do not have the ability to access your account here. ^TP
218877.0,"So that Amazon package that never arrived... I think it arrived today LOL like this can't be the ""repurchased"" item, it must be the original",218876,"@168190 So you can confirm which one you received, find the tracking for the replacement order here: https://t.co/HmvN8T0UW6 ^CL"
2310821.0,@AmazonHelp Intelcom Courrier Canada Inc.,2310823,@670189 Hi Karen. Was your order sold via a seller or Amazon directly? Please reach out - https://t.co/Q7Ftz6nj80 we'll be happy to look into your concern further. ^TP
976820.0,@AmazonHelp You already have my order details from the screenshots I provided... Go ahead and do your research and correct the issue,976821,"@351670 I'm sorry as we'll not be able to access your account from here, please share your details and we'll get back to you.^VR"
1621277.0,"@AmazonHelp I have read the correspondence , however don’t see any resolution . I appreciate your intent to help but I have still not received d package",1621280,@496822 Apologies for inconvenience. Please reply to the e-mail received from us &amp; we'll get back to you soon. ^BS
2676414.0,@AmazonHelp can i have a phone number to complain i’m being harassed by your customer service team someone singing down the phone so weird,2676413,@303993 We'd like a member of our team to look into this with you! Pls give us detailed information here: https://t.co/enq8JLJXo0 ^KJ
1645483.0,@119959 @115821 @115828 @212203 - My Pre-order for Fracture But Whole through amazon still havent shipped =\ . No estimate date. =\,1645480,@502812 Oh man! What's the current order status here: https://t.co/Y5jpI9gRhE? Have you received any recent updates via e-mail? ^SH
1534954.0,8:00 and still no @115821 delivery!  I’m never ordering games from you again.  You’ve let me down once again.  You say release day delivery but never follow through.  Guess it’s @120358 from now on!,1534952,@397119 I'm sorry to hear this. What's the delivery date and most recent tracking shown here: https://t.co/Y5jpI9gRhE? ^LI
174576.0,@AmazonHelp hello! I have somehow been charged for a membership to American Amazon Prime despite not wanting it or clicking it - please could I be refunded ASAP? This has happened before and it was resolved very quickly then.,174574,@156933 I'm sorry for the unexpected charge! We'd like to help. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^JP
2317845.0,@116316 you guys accidently send me an extra ssd... What should i do with it?,2317844,"@671976 Oh, in that case, please contact our customer service via this link: https://t.co/Su5eCHNYlH My colleagues will take care of everything. Thank you for your honesty! ^AK"
2794276.0,"@117795 hey guys, my order is missing. No sign of your messenger nor of any of the items I paid for. What’s up? It’s way past the delivery window.",2794274,@213876 That's odd! We'd like to help! Have you had the chance to reach to us through the app for more insight?  ^HM
2477519.0,"Amazon driver banged the door so loud that he alarmed the neighbour.
Sorry no parcel for you Linda.",2477518,"@708141 Terribly sorry for the excessive knocking, Alex! Let's get that reported here as well: https://t.co/JzP7hlA23B ^JZ"
